direct or enc-dec,sample id,model name,baseline perf,baseline variance,n baseline,non-baseline perf,non-baseline variance,n non-baseline,all perf,all variance,n all
enc-dec,HumanEval/5,openrouter/openai/gpt-5-nano,0.9375,0.05859375,16,1,0,29,0.977777777778,0.0217283950617,45
enc-dec,HumanEval/5,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/6,openrouter/openai/gpt-5-nano,1,0,7,1,0,20,1,0,27
enc-dec,HumanEval/7,openrouter/openai/gpt-5-nano,1,0,7,1,0,20,1,0,27
enc-dec,HumanEval/8,openrouter/openai/gpt-5-nano,1,0,19,1,0,62,1,0,81
enc-dec,HumanEval/8,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,39,1,0,43
enc-dec,HumanEval/9,openrouter/openai/gpt-5-nano,1,0,6,0.952910602911,0.0421308150466,20,0.963777386854,0.0328019425776,26
enc-dec,HumanEval/10,openrouter/openai/gpt-5-nano,0.941645408163,0.0510788758265,16,0.967804363125,0.0290236529468,29,0.958503401361,0.0370223055208,45
enc-dec,HumanEval/10,openrouter/xiaomi/mimo-v2-flash,0.534119897959,0.21704609977,4,0.883769132653,0.0945673016696,8,0.767219387755,0.162561253774,12
enc-dec,HumanEval/11,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/12,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/13,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/16,openrouter/openai/gpt-5-nano,0.833333333333,0.138888888889,6,1,0,20,0.961538461538,0.0369822485207,26
enc-dec,HumanEval/17,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/18,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/19,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/19,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/20,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/21,openrouter/openai/gpt-5-nano,0.751618525896,0.0793200300144,16,0.862927599945,0.0590116805612,29,0.823351040283,0.0690713531688,45
enc-dec,HumanEval/21,openrouter/xiaomi/mimo-v2-flash,0.574203187251,0.0604343085824,4,0.645169322709,0.075542885728,8,0.621513944223,0.0716258472088,12
enc-dec,HumanEval/22,openrouter/openai/gpt-5-nano,0.978294979079,0.00329775553212,16,0.988024816044,0.00193596791558,29,0.984565318457,0.00244185129207,45
enc-dec,HumanEval/22,openrouter/xiaomi/mimo-v2-flash,0.826359832636,0,4,0.891474895397,0.00706661899739,8,0.869769874477,0.00565329519791,12
enc-dec,HumanEval/23,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/24,openrouter/openai/gpt-5-nano,1,0,7,1,0,20,1,0,27
enc-dec,HumanEval/25,openrouter/openai/gpt-5-nano,1,0,17,0.978918495298,0.0151133476971,88,0.982331691297,0.0127267301372,105
enc-dec,HumanEval/25,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.951612903226,0.04604578564,62,0.954545454545,0.0433884297521,66
enc-dec,HumanEval/26,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/27,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/28,openrouter/openai/gpt-5-nano,1,0,7,1,0,20,1,0,27
enc-dec,HumanEval/29,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/29,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/30,openrouter/openai/gpt-5-nano,1,0,17,1,0,29,1,0,46
enc-dec,HumanEval/30,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/31,openrouter/openai/gpt-5-nano,0.995807127883,2.19752207411e-05,6,0.996540880503,2.16565800403e-05,20,0.996371552975,2.18256852153e-05,26
enc-dec,HumanEval/33,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/34,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/35,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/36,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/37,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/38,openrouter/openai/gpt-5-nano,0.941925814912,0.0539617755783,17,0.988781123335,0.0109500978448,88,0.981195025781,0.0182117933519,105
enc-dec,HumanEval/38,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,62,1,0,66
enc-dec,HumanEval/39,openrouter/openai/gpt-5-nano,0.833333333333,0.138888888889,6,0.8,0.16,20,0.807692307692,0.155325443787,26
enc-dec,HumanEval/40,openrouter/openai/gpt-5-nano,0.99721659919,0.000116209801013,16,0.995392991763,0.000183945882412,29,0.996041385515,0.000160623943563,45
enc-dec,HumanEval/40,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/41,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/42,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/43,openrouter/openai/gpt-5-nano,1,0,6,0.996286876907,0.000261958378911,20,0.997143751467,0.000203953892021,26
enc-dec,HumanEval/44,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/45,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/46,openrouter/openai/gpt-5-nano,0.755208333333,0.179821788553,16,0.801652892562,0.152672835606,88,0.794507575758,0.157130403135,104
enc-dec,HumanEval/46,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.983870967742,0.0158688865765,62,0.984848484848,0.0149219467401,66
enc-dec,HumanEval/47,openrouter/openai/gpt-5-nano,0.9870625,0.00251068359375,16,0.965517241379,0.0332936979786,29,0.973177777778,0.0224549906173,45
enc-dec,HumanEval/47,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/48,openrouter/openai/gpt-5-nano,0.4375,0.24609375,16,0.551724137931,0.247324613555,29,0.511111111111,0.24987654321,45
enc-dec,HumanEval/48,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/49,openrouter/openai/gpt-5-nano,0.999831479609,1.41995610859e-07,6,0.999949443883,4.85624989137e-08,20,0.999922221358,7.25942057882e-08,26
enc-dec,HumanEval/50,openrouter/openai/gpt-5-nano,0.833333333333,0.138888888889,6,0.95,0.0475,20,0.923076923077,0.0710059171598,26
enc-dec,HumanEval/51,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/51,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/52,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/53,openrouter/openai/gpt-5-nano,0.857142857143,0.122448979592,7,1,0,20,0.962962962963,0.0356652949246,27
enc-dec,HumanEval/54,openrouter/openai/gpt-5-nano,1,0,16,1,0,88,1,0,104
enc-dec,HumanEval/54,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,62,1,0,66
enc-dec,HumanEval/55,openrouter/openai/gpt-5-nano,0.833333333333,0.12037037037,16,0.929292929293,0.0578512396694,88,0.91452991453,0.0686682737965,104
enc-dec,HumanEval/55,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.885304659498,0.0887963926465,62,0.892255892256,0.0841637474634,66
enc-dec,HumanEval/56,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/57,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/58,openrouter/openai/gpt-5-nano,1,0,7,1,0,20,1,0,27
enc-dec,HumanEval/59,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/60,openrouter/openai/gpt-5-nano,0.941176470588,0.0553633217993,17,1,0,29,0.978260869565,0.0212665406427,46
enc-dec,HumanEval/60,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/61,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/61,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/62,openrouter/openai/gpt-5-nano,0.882352941176,0.103806228374,17,0.96591525853,0.0325295488297,29,0.935033532552,0.0604977979876,46
enc-dec,HumanEval/62,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.875,0.109375,8,0.833333333333,0.138888888889,12
enc-dec,HumanEval/63,openrouter/openai/gpt-5-nano,0.851282051282,0.110585141354,6,0.774615384615,0.152432544379,20,0.792307692308,0.143818843878,26
enc-dec,HumanEval/64,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/64,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/65,openrouter/openai/gpt-5-nano,0.877465879969,0.0409192764884,17,0.884409082782,0.0219226285744,68,0.883020442219,0.0257296714477,85
enc-dec,HumanEval/65,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.882368222794,0.0640866949491,39,0.870054899743,0.0770452771601,43
enc-dec,HumanEval/66,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/66,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/67,openrouter/openai/gpt-5-nano,0.875,0.109375,16,0.931133856703,0.0640245100407,29,0.911175152097,0.0808711378677,45
enc-dec,HumanEval/67,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.904178674352,0.0642720851431,8,0.852785782901,0.110630515345,12
enc-dec,HumanEval/68,openrouter/openai/gpt-5-nano,1,0,6,0.999950347567,4.68419178955e-08,20,0.999961805821,3.64698831326e-08,26
enc-dec,HumanEval/69,openrouter/openai/gpt-5-nano,1,0,16,0.904524810765,0.0790011019147,29,0.938471544715,0.0530005113358,45
enc-dec,HumanEval/69,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.996829268293,7.03747769185e-05,8,0.997886178862,4.91506378478e-05,12
enc-dec,HumanEval/70,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/71,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/72,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/72,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/73,openrouter/openai/gpt-5-nano,1,0,17,1,0,29,1,0,46
enc-dec,HumanEval/73,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/74,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/75,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/76,openrouter/openai/gpt-5-nano,0.937292588496,0.0585680099799,16,0.999396621078,7.95130526605e-06,88,0.989842154527,0.00951927417229,104
enc-dec,HumanEval/76,openrouter/xiaomi/mimo-v2-flash,0.999723451327,2.29437504895e-07,4,0.931558664002,0.0601091717478,62,0.935689863234,0.0567307410571,66
enc-dec,HumanEval/77,openrouter/openai/gpt-5-nano,1,0,6,0.999695121951,1.76606186794e-06,20,0.999765478424,1.37500924006e-06,26
enc-dec,HumanEval/78,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/79,openrouter/openai/gpt-5-nano,1,0,16,1,0,62,1,0,78
enc-dec,HumanEval/79,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.942857142857,0.0538775510204,35,0.948717948718,0.0486522024984,39
enc-dec,HumanEval/80,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/81,openrouter/openai/gpt-5-nano,0.387239065606,0.175890848837,16,0.698310139165,0.188509783743,64,0.636095924453,0.201468430811,80
enc-dec,HumanEval/81,openrouter/xiaomi/mimo-v2-flash,0.387673956262,0.142718737278,4,0.757161575999,0.164477691035,44,0.726370941021,0.173093140115,48
enc-dec,HumanEval/82,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/84,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/85,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/86,openrouter/openai/gpt-5-nano,0.982107355865,0.00160073357074,6,0.896123260437,0.0895102051706,20,0.915965743998,0.0705358178783,26
enc-dec,HumanEval/87,openrouter/openai/gpt-5-nano,1,0,6,0.988679245283,0.00243503025988,20,0.991291727141,0.00189585040476,26
enc-dec,HumanEval/88,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/89,openrouter/openai/gpt-5-nano,1,0,16,1,0,88,1,0,104
enc-dec,HumanEval/89,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,62,1,0,66
enc-dec,HumanEval/90,openrouter/openai/gpt-5-nano,0.99984885127,3.42689080299e-07,16,0.999916607597,1.94720200363e-07,29,0.999892516458,2.4838330179e-07,45
enc-dec,HumanEval/90,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/91,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/91,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/92,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/93,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/94,openrouter/openai/gpt-5-nano,1,0,16,0.898943986877,0.0885344149508,29,0.934875013765,0.0593955194887,45
enc-dec,HumanEval/94,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/95,openrouter/openai/gpt-5-nano,0.945615310078,0.00393815949218,16,0.952894473618,0.0152756925556,62,0.951401311866,0.0129586841843,78
enc-dec,HumanEval/95,openrouter/xiaomi/mimo-v2-flash,0.557170542636,0.19609792831,4,0.914987080103,0.0645080256929,30,0.872891016872,0.0932797797536,34
enc-dec,HumanEval/96,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/97,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/98,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/99,openrouter/openai/gpt-5-nano,0.93574929972,0.0583885208495,16,0.940787426082,0.0522156151253,54,0.939635854342,0.0536310406516,70
enc-dec,HumanEval/99,openrouter/xiaomi/mimo-v2-flash,0.995098039216,7.20876585928e-05,4,0.97556022409,0.0205292852435,40,0.977336389101,0.01870108763,44
enc-dec,HumanEval/101,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/102,openrouter/openai/gpt-5-nano,1,0,16,1,0,49,1,0,65
enc-dec,HumanEval/102,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,31,1,0,35
enc-dec,HumanEval/103,openrouter/openai/gpt-5-nano,0.861842105263,0.0572628116343,16,0.847549909256,0.0610077041907,29,0.852631578947,0.0597229916898,45
enc-dec,HumanEval/103,openrouter/xiaomi/mimo-v2-flash,0.447368421053,0,4,0.585526315789,0.0572628116343,8,0.539473684211,0.0424168975069,12
enc-dec,HumanEval/104,openrouter/openai/gpt-5-nano,0.951645064806,0.0116909987883,6,0.960019940179,0.0303696984818,20,0.958087276632,0.0260716799497,26
enc-dec,HumanEval/105,openrouter/openai/gpt-5-nano,0.710036556996,0.168529445451,6,0.904835493519,0.081740369619,20,0.859881892783,0.108504705285,26
enc-dec,HumanEval/106,openrouter/openai/gpt-5-nano,0.676282051282,0.209586620644,6,0.708653846154,0.198059356509,20,0.701183431953,0.200905518014,26
enc-dec,HumanEval/107,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/108,openrouter/openai/gpt-5-nano,0.474888392857,0.104463365343,16,0.575836489899,0.128785549343,88,0.560306013431,0.126370251228,104
enc-dec,HumanEval/108,openrouter/xiaomi/mimo-v2-flash,0.663938492063,0.113629345691,4,0.646265360983,0.156085374257,62,0.647336459836,0.153530064034,66
enc-dec,HumanEval/109,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/109,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.995689655172,0.000130053507729,8,0.997126436782,9.0831021271e-05,12
enc-dec,HumanEval/110,openrouter/openai/gpt-5-nano,1,0,16,1,0,54,1,0,70
enc-dec,HumanEval/110,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.896551724138,0.0927467300832,29,0.878787878788,0.106519742883,33
enc-dec,HumanEval/111,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/112,openrouter/openai/gpt-5-nano,1,0,16,0.98658431978,0.00503945332112,29,0.991354339414,0.00328888766657,45
enc-dec,HumanEval/112,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/113,openrouter/openai/gpt-5-nano,0.118482281351,0.103609854911,17,0.107085402532,0.0922032407855,29,0.11129729253,0.0964489909971,46
enc-dec,HumanEval/113,openrouter/xiaomi/mimo-v2-flash,0.00101419878296,0,4,0.00101419878296,0,8,0.00101419878296,0,12
enc-dec,HumanEval/114,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/115,openrouter/openai/gpt-5-nano,1,0,16,1,0,29,1,0,45
enc-dec,HumanEval/115,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.875,0.109375,8,0.916666666667,0.0763888888889,12
enc-dec,HumanEval/116,openrouter/openai/gpt-5-nano,0.999771062271,2.62062418656e-07,6,0.949862637363,0.0474864335527,20,0.961379966188,0.0369702491633,26
enc-dec,HumanEval/117,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/118,openrouter/openai/gpt-5-nano,0.888820335637,0.0308836647521,16,0.9076011846,0.0437547551459,60,0.903647321661,0.0411036757757,76
enc-dec,HumanEval/118,openrouter/xiaomi/mimo-v2-flash,0.797630799605,0.0409532932685,4,0.744438577561,0.0387312425465,43,0.748965575182,0.0391406606014,47
enc-dec,HumanEval/119,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/120,openrouter/openai/gpt-5-nano,0.398944939004,0.0889883770012,6,0.520425321464,0.0768689103345,20,0.49239138705,0.0822853819302,26
enc-dec,HumanEval/121,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/122,openrouter/openai/gpt-5-nano,0.944092039801,0.0155961756825,16,0.938033968091,0.0111601810165,29,0.940187949143,0.0127458329017,45
enc-dec,HumanEval/122,openrouter/xiaomi/mimo-v2-flash,0.627860696517,0,4,0.767412935323,0.0324580455929,8,0.720895522388,0.0259664364743,12
enc-dec,HumanEval/123,openrouter/openai/gpt-5-nano,1,0,6,0.902517985612,0.0855880906785,20,0.925013835086,0.0675238703082,26
enc-dec,HumanEval/124,openrouter/openai/gpt-5-nano,0.997875,7.609375e-06,16,0.999310344828,9.0368608799e-07,29,0.9988,3.76e-06,45
enc-dec,HumanEval/124,openrouter/xiaomi/mimo-v2-flash,0.9945,1.225e-05,4,0.993625,1.1484375e-05,8,0.993916666667,1.19097222222e-05,12
enc-dec,HumanEval/125,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/126,openrouter/openai/gpt-5-nano,1,0,16,1,0,48,1,0,64
enc-dec,HumanEval/126,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,30,1,0,34
enc-dec,HumanEval/127,openrouter/openai/gpt-5-nano,0.873189948893,0.108971631498,16,0.998218987146,0.000137451628695,88,0.978983750491,0.018916140419,104
enc-dec,HumanEval/127,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.966038357971,0.0108465443335,62,0.968096639306,0.0102548441021,66
enc-dec,HumanEval/128,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/129,openrouter/openai/gpt-5-nano,1,0,16,0.928758970768,0.0606586683299,29,0.954089114495,0.0402540711411,45
enc-dec,HumanEval/129,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/131,openrouter/openai/gpt-5-nano,1,0,16,1,0,51,1,0,67
enc-dec,HumanEval/131,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,32,1,0,36
enc-dec,HumanEval/132,openrouter/openai/gpt-5-nano,0.959282178218,0.00762656541025,16,0.919986574929,0.0266092049658,59,0.928369636964,0.022818716945,75
enc-dec,HumanEval/132,openrouter/xiaomi/mimo-v2-flash,0.756930693069,0.154407165964,4,0.768638613861,0.107138240736,40,0.767574257426,0.111446744303,44
enc-dec,HumanEval/133,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/134,openrouter/openai/gpt-5-nano,1,0,16,0.998860929895,2.14030701117e-05,29,0.999265932599,1.40903889097e-05,45
enc-dec,HumanEval/134,openrouter/xiaomi/mimo-v2-flash,0.704204204204,0.087499661824,4,0.925675675676,0.0386687363039,8,0.851851851852,0.0658456254052,12
enc-dec,HumanEval/135,openrouter/openai/gpt-5-nano,1,0,7,0.919199178645,0.0600577120113,20,0.940147539737,0.0457410050323,27
enc-dec,HumanEval/136,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/137,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/138,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/140,openrouter/openai/gpt-5-nano,0.941733067729,0.0169751769813,6,0.859113545817,0.0372791180894,20,0.878179589335,0.0338053066031,26
enc-dec,HumanEval/141,openrouter/openai/gpt-5-nano,0.965155945419,0.0174136557687,16,0.981934001671,0.0175332053156,56,0.978205544726,0.0175552936188,72
enc-dec,HumanEval/141,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.921052631579,0.0727146814404,38,0.904761904762,0.0861678004535,42
enc-dec,HumanEval/142,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/143,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/144,openrouter/openai/gpt-5-nano,1,0,6,0.941089108911,0.0481175865111,20,0.954683929931,0.0376295919474,26
enc-dec,HumanEval/145,openrouter/openai/gpt-5-nano,0.316227634195,0.161408521411,16,0.485120526839,0.219815487318,64,0.45134194831,0.212698063606,80
enc-dec,HumanEval/145,openrouter/xiaomi/mimo-v2-flash,0.528081510934,0.222841566407,4,0.907032803181,0.0777875978473,40,0.872582685704,0.102842428204,44
enc-dec,HumanEval/146,openrouter/openai/gpt-5-nano,0.941176470588,0.0553633217993,17,1,0,29,0.978260869565,0.0212665406427,46
enc-dec,HumanEval/146,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/147,openrouter/openai/gpt-5-nano,0.511594202899,0.238573829028,6,0.709565217391,0.175065406427,20,0.663879598662,0.196678448787,26
enc-dec,HumanEval/148,openrouter/openai/gpt-5-nano,0.998717948718,3.61604207758e-06,16,0.999045092838,5.7988009328e-06,29,0.998928774929,5.04723175948e-06,45
enc-dec,HumanEval/148,openrouter/xiaomi/mimo-v2-flash,0.756923076923,0.177259171598,4,0.878461538462,0.103401183432,8,0.837948717949,0.131303090072,12
enc-dec,HumanEval/149,openrouter/openai/gpt-5-nano,0.897312373225,0.0456939110015,16,0.867804434497,0.0549235265503,29,0.878296146045,0.0518413982366,45
enc-dec,HumanEval/149,openrouter/xiaomi/mimo-v2-flash,0.7261663286,0.0749848795922,4,0.765593306288,0.0963734261147,8,0.752450980392,0.0895893520671,12
enc-dec,HumanEval/150,openrouter/openai/gpt-5-nano,1,0,7,0.99181547619,0.00127274216978,20,0.993937389771,0.000955636312595,27
enc-dec,HumanEval/151,openrouter/openai/gpt-5-nano,0.999668325041,5.50041390615e-07,6,0.949701492537,0.0474706541917,20,0.961232300038,0.0369592131778,26
enc-dec,HumanEval/152,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/153,openrouter/openai/gpt-5-nano,1,0,16,1,0,48,1,0,64
enc-dec,HumanEval/153,openrouter/xiaomi/mimo-v2-flash,0.75,0.1875,4,0.947368421053,0.0498614958449,38,0.928571428571,0.0663265306122,42
enc-dec,HumanEval/154,openrouter/openai/gpt-5-nano,1,0,6,0.995626242545,0.000177009513496,20,0.996635571188,0.000139556978596,26
enc-dec,HumanEval/155,openrouter/openai/gpt-5-nano,1,0,16,0.964164976335,0.0177817275986,29,0.976906318083,0.0117535800571,45
enc-dec,HumanEval/155,openrouter/xiaomi/mimo-v2-flash,0.7,0.09,4,0.625,0.084375,8,0.65,0.0875,12
enc-dec,HumanEval/156,openrouter/openai/gpt-5-nano,0.424528301887,0.201613860211,6,0.302830188679,0.175079209683,20,0.33091436865,0.183831661123,26
enc-dec,HumanEval/157,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/158,openrouter/openai/gpt-5-nano,1,0,17,1,0,29,1,0,46
enc-dec,HumanEval/158,openrouter/xiaomi/mimo-v2-flash,1,0,4,1,0,8,1,0,12
enc-dec,HumanEval/159,openrouter/openai/gpt-5-nano,1,0,16,1,0,88,1,0,104
enc-dec,HumanEval/159,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.959299651797,0.0349276922099,62,0.961766339567,0.0329051728816,66
enc-dec,HumanEval/160,openrouter/openai/gpt-5-nano,0.6875,0.21484375,16,0.627363234111,0.231484676518,88,0.636615044248,0.229395311926,104
enc-dec,HumanEval/160,openrouter/xiaomi/mimo-v2-flash,1,0,4,0.875249785898,0.105682858883,62,0.882810404934,0.100163863016,66
enc-dec,HumanEval/161,openrouter/openai/gpt-5-nano,1,0,7,0.95,0.0475,20,0.962962962963,0.0356652949246,27
enc-dec,HumanEval/162,openrouter/openai/gpt-5-nano,1,0,6,1,0,20,1,0,26
enc-dec,HumanEval/163,openrouter/openai/gpt-5-nano,0.933696754564,0.0583353144582,16,0.980153521855,0.017423955861,51,0.969059368472,0.0275861508036,67
enc-dec,HumanEval/163,openrouter/xiaomi/mimo-v2-flash,0.480223123732,0.231396498237,4,0.404761904762,0.240929705215,42,0.41132374989,0.240552837716,46
