direct or enc-dec,sample id,model name,bucket,pass rate,source kind,session id,run id,source record id,source relative path,phase,split,generation type,optimization target
direct,HumanEval/67,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000333,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/67,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000334,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/67,openrouter/openai/gpt-5-nano,non-baseline,1.0,optimizer_summary_task_score,session_000009,human_eval_dspy_direct_optimized_20260515T071204Z,human_eval_dspy_direct_optimized_20260515T071204Z:optimized_scores:eval:HumanEval/67,session_000009/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T071204Z_summary.json,optimized,eval,direct,
direct,HumanEval/67,openrouter/openai/gpt-5-nano,non-baseline,1.0,optimizer_summary_task_score,session_000018,human_eval_dspy_direct_gepa_optimized_20260515T073248Z,human_eval_dspy_direct_gepa_optimized_20260515T073248Z:optimized_scores:eval:HumanEval/67,session_000018/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T073248Z_summary.json,optimized,eval,direct_gepa,
direct,HumanEval/67,openrouter/xiaomi/mimo-v2-flash,baseline,1.0,optimizer_summary_task_score,session_000019,human_eval_dspy_direct_optimized_20260515T075418Z,human_eval_dspy_direct_optimized_20260515T075418Z:baseline_scores:eval:HumanEval/67,session_000019/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T075418Z_summary.json,baseline,eval,direct,
direct,HumanEval/67,openrouter/xiaomi/mimo-v2-flash,baseline,1.0,optimizer_summary_task_score,session_000021,human_eval_dspy_direct_gepa_optimized_20260515T075220Z,human_eval_dspy_direct_gepa_optimized_20260515T075220Z:baseline_scores:eval:HumanEval/67,session_000021/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T075220Z_summary.json,baseline,eval,direct_gepa,
direct,HumanEval/67,openrouter/xiaomi/mimo-v2-flash,non-baseline,0.10951008645533142,optimizer_summary_task_score,session_000019,human_eval_dspy_direct_optimized_20260515T075418Z,human_eval_dspy_direct_optimized_20260515T075418Z:optimized_scores:eval:HumanEval/67,session_000019/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T075418Z_summary.json,optimized,eval,direct,
direct,HumanEval/67,openrouter/xiaomi/mimo-v2-flash,non-baseline,1.0,optimizer_summary_task_score,session_000021,human_eval_dspy_direct_gepa_optimized_20260515T075220Z,human_eval_dspy_direct_gepa_optimized_20260515T075220Z:optimized_scores:eval:HumanEval/67,session_000021/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T075220Z_summary.json,optimized,eval,direct_gepa,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000003,human_eval_dspy_direct_eval_20260515T051718Z,human_eval_dspy_direct_eval_20260515T051718Z:attempt:000151,raw/logs/human_eval_dspy_direct_eval_20260515T051718Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000335,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000336,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000337,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000338,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000339,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,0.9990069513406157,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000335,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000336,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,0.9990069513406157,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000337,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,0.9990069513406157,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000338,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,0.9990069513406157,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000339,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000335,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000336,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000337,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000338,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/68,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000339,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000003,human_eval_dspy_direct_eval_20260515T051718Z,human_eval_dspy_direct_eval_20260515T051718Z:attempt:000137,raw/logs/human_eval_dspy_direct_eval_20260515T051718Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000145,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000146,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000147,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000148,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000149,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000340,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000341,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000342,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000343,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000344,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,optimizer_summary_task_score,session_000009,human_eval_dspy_direct_optimized_20260515T071204Z,human_eval_dspy_direct_optimized_20260515T071204Z:baseline_scores:eval:HumanEval/69,session_000009/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T071204Z_summary.json,baseline,eval,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,baseline,1.0,optimizer_summary_task_score,session_000018,human_eval_dspy_direct_gepa_optimized_20260515T073248Z,human_eval_dspy_direct_gepa_optimized_20260515T073248Z:baseline_scores:eval:HumanEval/69,session_000018/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T073248Z_summary.json,baseline,eval,direct_gepa,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000340,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000341,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000342,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000343,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000344,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000340,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000341,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000342,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000343,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000344,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,optimizer_summary_task_score,session_000009,human_eval_dspy_direct_optimized_20260515T071204Z,human_eval_dspy_direct_optimized_20260515T071204Z:optimized_scores:eval:HumanEval/69,session_000009/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T071204Z_summary.json,optimized,eval,direct,
direct,HumanEval/69,openrouter/openai/gpt-5-nano,non-baseline,1.0,optimizer_summary_task_score,session_000018,human_eval_dspy_direct_gepa_optimized_20260515T073248Z,human_eval_dspy_direct_gepa_optimized_20260515T073248Z:optimized_scores:eval:HumanEval/69,session_000018/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T073248Z_summary.json,optimized,eval,direct_gepa,
direct,HumanEval/69,openrouter/xiaomi/mimo-v2-flash,baseline,1.0,optimizer_summary_task_score,session_000019,human_eval_dspy_direct_optimized_20260515T075418Z,human_eval_dspy_direct_optimized_20260515T075418Z:baseline_scores:eval:HumanEval/69,session_000019/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T075418Z_summary.json,baseline,eval,direct,
direct,HumanEval/69,openrouter/xiaomi/mimo-v2-flash,baseline,1.0,optimizer_summary_task_score,session_000021,human_eval_dspy_direct_gepa_optimized_20260515T075220Z,human_eval_dspy_direct_gepa_optimized_20260515T075220Z:baseline_scores:eval:HumanEval/69,session_000021/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T075220Z_summary.json,baseline,eval,direct_gepa,
direct,HumanEval/69,openrouter/xiaomi/mimo-v2-flash,non-baseline,1.0,optimizer_summary_task_score,session_000019,human_eval_dspy_direct_optimized_20260515T075418Z,human_eval_dspy_direct_optimized_20260515T075418Z:optimized_scores:eval:HumanEval/69,session_000019/raw/logs/dspy_optimized/human_eval_dspy_direct_optimized_20260515T075418Z_summary.json,optimized,eval,direct,
direct,HumanEval/69,openrouter/xiaomi/mimo-v2-flash,non-baseline,1.0,optimizer_summary_task_score,session_000021,human_eval_dspy_direct_gepa_optimized_20260515T075220Z,human_eval_dspy_direct_gepa_optimized_20260515T075220Z:optimized_scores:eval:HumanEval/69,session_000021/raw/logs/dspy_optimized/human_eval_dspy_direct_gepa_optimized_20260515T075220Z_summary.json,optimized,eval,direct_gepa,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000003,human_eval_dspy_direct_eval_20260515T051718Z,human_eval_dspy_direct_eval_20260515T051718Z:attempt:000126,raw/logs/human_eval_dspy_direct_eval_20260515T051718Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000345,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000346,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000347,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000348,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000349,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000345,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,0.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000346,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000347,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000348,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000349,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000345,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000346,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000347,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000348,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/70,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000349,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000003,human_eval_dspy_direct_eval_20260515T051718Z,human_eval_dspy_direct_eval_20260515T051718Z:attempt:000043,raw/logs/human_eval_dspy_direct_eval_20260515T051718Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000350,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000351,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000352,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000353,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000354,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000350,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000351,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000352,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000353,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000026,human_eval_dspy_run_20260515T084648Z,human_eval_dspy_run_20260515T084648Z:attempt:000354,raw/logs/eval_full_5x/gepa_direct/human_eval_dspy_run_20260515T084648Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000350,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000351,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000352,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000353,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/71,openrouter/openai/gpt-5-nano,non-baseline,1.0,eval_attempt,session_000028,human_eval_dspy_run_20260515T084756Z,human_eval_dspy_run_20260515T084756Z:attempt:000354,raw/logs/eval_full_5x/mipro_direct/human_eval_dspy_run_20260515T084756Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000003,human_eval_dspy_direct_eval_20260515T051718Z,human_eval_dspy_direct_eval_20260515T051718Z:attempt:000125,raw/logs/human_eval_dspy_direct_eval_20260515T051718Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000150,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000151,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000152,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000153,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000005,human_eval_dspy_run_20260515T061814Z,human_eval_dspy_run_20260515T061814Z:attempt:000154,raw/logs/human_eval_dspy_run_20260515T061814Z.json,,,direct,
direct,HumanEval/72,openrouter/openai/gpt-5-nano,baseline,1.0,eval_attempt,session_000025,human_eval_dspy_run_20260515T084128Z,human_eval_dspy_run_20260515T084128Z:attempt:000355,raw/logs/eval_full_5x/baseline_direct/human_eval_dspy_run_20260515T084128Z.json,,,direct,
